"Gene"	"Disease"	"Inheritance_JS"	"MedicalAction"	"ModifiedInh_JS"	"Source"	"Inheritance_source"	"Gene_ReviewedJS"	"Comments_JS"
"CDKN2A,MTS1,P16,MLM,CMM2"	"Melanoma, cutaneous malignant, 2, 155601 (3); Li-Fraumeni syndrome,151623 (3); Melanoma and neural system tumor syndrome, 155755 (3); Pancreatic cancer/melanoma syndrome, 606719 (3); Orolaryngeal cancer, multiple,-3"	"AD"	"Medically Actionable"	"0"	"Berg.et.al.2013"	"AD"	"CDKN2A"	""
"MUTYH,MYH"	"Adenomas, multiple colorectal, 608456 (3); Gastric cancer, somatic,137215 (3); Colorectal adenomatous polyposis, autosomal recessive, with pilomatricomas, 132600 (3) "	"AR"	"Medically Actionable"	"0"	"Berg.et.al.2013"	"AR"	"MUTYH"	""
"PALB2,FANCN,PNCA3"	"Fanconi anemia, complementation group N, 610832 (3); {Breast cancer,susceptibility to}, 114480 (3); {Pancreatic cancer, susceptibility to, 3}, 613348 (3) "	"CX"	"Medically Actionable"	"0"	"Berg.et.al.2013"	"CX"	"PALB2"	""
"PAX8"	"Hypothyroidism, congenital, due to thyroid dysgenesis orhypoplasia, 218700 (3)  "	"AR"	"Medically Actionable"	"0"	"Berg.et.al.2013"	"AR"	"PAX8"	""
"POU1F1,PIT1,CPHD1"	"Pituitary hormone deficiency, combined, 1, 613038 (3)  "	"CX"	"Medically Actionable"	"0"	"Berg.et.al.2013"	"CX"	"POU1F1"	""
"RECQL3,RECQ2,BLM,BS"	"Bloom syndrome, 210900 (3)  "	"AR"	"Medically Actionable"	"0"	"Berg.et.al.2013"	"AR"	"BLM"	""
"BRIP1,FANCJ"	"Breast cancer, early-onset, 114480 (3); Fanconi anemia,complementation group J, 609054 (3)  "	"AD"	"Medically Actionable"	"0"	"Berg.et.al.2013"	"AD"	"BRIP1"	""
"MADH4,DPC4,SMAD4,JIP"	"Pancreatic cancer (3); Polyposis, juvenile intestinal, 174900 (3);Juvenile polyposis/hereditary hemorrhagic telangiectasia syndrome, 175050 (3)  "	"AD"	"Medically Actionable"	"0"	"Berg.et.al.2013"	"AD"	"SMAD4"	""
"ALDOB"	"Fructose intolerance, 229600 (3)  "	"AR"	"Medically Actionable"	"0"	"Berg.et.al.2013"	"AR"	"ALDOB"	""
"MEFV,MEF,FMF"	"Familial Mediterranean fever, AR, 249100 (3); FamilialMediterranean fever, AD, 134610 (3)  "	"AR"	"Medically Actionable"	"0"	"Berg.et.al.2013"	"AR"	"MEFV"	""
"SECISBP2,SBP2"	"Thyroid hormone metabolism, abnormal, 609698 (3)  "	"AR"	"Medically Actionable"	"0"	"Berg.et.al.2013"	"AR"	"SECISBP2"	""
"SLC5A5,NIS,TDH1"	"Thyroid dyshormonogenesis 1, 274400 (3)  "	"AR"	"Medically Actionable"	"0"	"Berg.et.al.2013"	"AR"	"SLC5A5"	""
"TFR2,HFE3"	"Hemochromatosis, type 3, 604250 (3)  "	"AR"	"Medically Actionable"	"0"	"Berg.et.al.2013"	"AR"	"TFR2"	""
"TPO,TPX,TDH2A"	"Thyroid dyshormonogenesis 2A, 274500 (3)  "	"AR"	"Medically Actionable"	"0"	"Berg.et.al.2013"	"AR"	"TPO"	""
"TRH"	"Thyrotropin-releasing hormone deficiency (1)  "	"AR"	"Medically Actionable"	"0"	"Berg.et.al.2013"	"AR"	"TRH"	""
"TRHR"	"Thyrotropin-releasing hormone resistance, generalized (3)  "	"AR"	"Medically Actionable"	"0"	"Berg.et.al.2013"	"AR"	"TRHR"	""
"KCNJ5"	"Romano-Ward syndromeæ"	"AD "	"Medically Actionable"	"0"	"Berg.et.al.2013"	"AD "	"KCNJ5"	""
"FLCN"	"Birt-Hogg-Dub_ syndrome"	"AD"	"Medically Actionable"	"0"	"Berg.et.al.2013"	"AD"	"FLCN"	""
" SDHC"	"Hereditary paraganglioma-pheochromocytoma"	"AD"	"Medically Actionable"	"0"	"Berg.et.al.2013"	"AD"	"SDHC"	""
"AFG3L2"	"spinocerebellar ataxia"	"AD"	"Psychological Harm"	"0"	"Berg.et.al.2013"	"AD"	"AFG3L2"	""
"ALS2,ALSJ,PLSJ,IAHSP"	"Amyotrophic lateral sclerosis, juvenile, 205100 (3); Primarylateral sclerosis, juvenile, 606353 (3); Spastic paralysis, infantile onset ascending, 607225 (3) "	"AR"	"Psychological Harm"	"0"	"Berg.et.al.2013"	"AR"	"ALS2"	""
"ANG"	"amyotrophic lateral sclerosis"	"AD"	"Psychological Harm"	"0"	"Berg.et.al.2013"	"AD"	"ANG"	""
"APP"	"Alzheimer disease"	"AD"	"Psychological Harm"	"0"	"Berg.et.al.2013"	"AD"	"APP"	""
"ATN1,DRPLA,HRS,NOD"	"Dentatorubro-pallidoluysian atrophy, 125370 (3)  "	"AD"	"Psychological Harm"	"0"	"Berg.et.al.2013"	"AD"	"ATN1"	""
"ATP13A2,PARK9,KRPPD"	"Parkinson disease 9, 606693 (3)  "	"AR"	"Psychological Harm"	"0"	"Berg.et.al.2013"	"AR"	"ATP13A2"	""
"ATXN1,ATX1,SCA1"	"Spinocerebellar ataxia-1, 164400 (3)  "	"AD"	"Psychological Harm"	"0"	"Berg.et.al.2013"	"AD"	"ATXN1"	""
"ATXN10,SCA10"	"Spinocerebellar ataxia-10, 603516 (3)  "	"AD"	"Psychological Harm"	"0"	"Berg.et.al.2013"	"AD"	"ATXN10"	""
"ATXN2,ATX2,SCA2"	"Spinocerebellar ataxia-2, 183090 (3)  "	"AD"	"Psychological Harm"	"0"	"Berg.et.al.2013"	"AD"	"ATXN2"	""
"ATXN3,MJD,SCA3"	"Machado-Joseph disease, 109150 (3)  "	"AD"	"Psychological Harm"	"0"	"Berg.et.al.2013"	"AD"	"ATXN3"	""
"ATXN7,SCA7,OPCA3"	"Spinocerebellar ataxia-7, 164500 (3)  "	"AD"	"Psychological Harm"	"0"	"Berg.et.al.2013"	"AD"	"ATXN7"	""
"ATXN8OS,SCA8,KLHL1AS"	"Spinocerebellar ataxia 8, 608768 (3)  "	"AD"	"Psychological Harm"	"0"	"Berg.et.al.2013"	"AD"	"ATXN8OS"	""
"BEAN,SCA31"	"Spinocerebellar ataxia 31, 117210 (3)  "	"AD"	"Psychological Harm"	"0"	"Berg.et.al.2013"	"AD"	"SCA31"	""
"CHMP2B"	"frontotemporal dementia"	"AD"	"Psychological Harm"	"0"	"Berg.et.al.2013"	"AD"	"CHMP2B"	""
"CLN3,BTS"	"Ceroid-lipofuscinosis, neuronal-3, juvenile, 204200 (3)  "	"AR"	"Psychological Harm"	"0"	"Berg.et.al.2013"	"AR"	"CLN3"	""
"CLN5"	"Ceroid-lipofuscinosis, neuronal-5, variant late infantile, 256731 (3)  "	"AR"	"Psychological Harm"	"0"	"Berg.et.al.2013"	"AR"	"CLN5"	""
"CLN6"	"Ceroid-lipofuscinosis, neuronal-6, variant late infantile, 601780-3 "	"AR"	"Psychological Harm"	"0"	"Berg.et.al.2013"	"AR"	"CLN6"	""
"CLN8,EPMR"	"Ceroid lipofuscinosis, neuronal 8, 600143 (3); Ceroid lipofuscinosis,neuronal, 8, Northern epilepsy variant, 610003 (3)  "	"AR"	"Psychological Harm"	"0"	"Berg.et.al.2013"	"AR"	"CLN8"	""
"CTSD,CPSD,CLN10"	"Ceroid lipofuscinosis, neuronal, 10, 610127 (3)  "	"AR"	"Psychological Harm"	"0"	"Berg.et.al.2013"	"AR"	"CTSD"	""
"CXCL7,PPBP,TGB1,SCAR10"	"Spinocerebellar ataxia, autosomal recessive 10, 613726 (3)  "	"AR"	"Psychological Harm"	"0"	"Berg.et.al.2013"	"AR"	"PPBP"	""
"DJ1,PARK7"	"Parkinson disease 7, autosomal recessive early-onset, 606324 (3);Amyotrophic lateral sclerosis-Parkinsonism/dementia complex 2 (3)  "	"AR"	"Psychological Harm"	"0"	"Berg.et.al.2013"	"AR"	"PARK7"	""
"FBXO7,FBX7,FBX,PKPS,PARK15"	"Parkinson disease 15, autosomal recessive, 260300 (3)  "	"AR"	"Psychological Harm"	"0"	"Berg.et.al.2013"	"AR"	"FBXO7"	""
"FGF14,FHF4,SCA27"	"Spinocerebellar ataxia-27, 609307 (3)  "	"AD"	"Psychological Harm"	"0"	"Berg.et.al.2013"	"AD"	"FGF14"	""
"FTL,NBIA3"	"Hyperferritinemia-cataract syndrome, 600886 (3); Neurodegenerationwith brain iron accumulation 3, 606159 (3)  "	"AD"	"Psychological Harm"	"0"	"Berg.et.al.2013"	"AD"	"FTL"	""
"FUS,TLS,ALS6"	"Amyotrophic lateral sclerosis 6, autosomal recessive, with or withoutfrontotemporal dementia, 608030 (3)  "	"AR"	"Psychological Harm"	"0"	"Berg.et.al.2013"	"AR"	"FUS"	""
"HTT,HD,IT15"	"Huntington disease, 143100 (3)  "	"AD"	"Psychological Harm"	"0"	"Berg.et.al.2013"	"AD"	"HTT"	""
"ITM2B,BRI,ABRI,FBD"	"Dementia, familial British, 176500 (3); Dementia, familial Danish,117300 (3)  "	"AD"	"Psychological Harm"	"0"	"Berg.et.al.2013"	"AD"	"ITM2B"	""
"ITPR1,SCA15,SCA16"	"Spinocerebellar ataxia 15, 606658 (3)  "	"AD"	"Psychological Harm"	"0"	"Berg.et.al.2013"	"AD"	"ITPR1"	""
"JPH3,JP3,HDL2"	"Huntington disease-like 2, 606438 (3)  "	"AD"	"Psychological Harm"	"0"	"Berg.et.al.2013"	"AD"	"JPH3"	""
"KCNC3,SCA13"	"Spinocerebellar ataxia-13, 605259 (3)  "	"AD"	"Psychological Harm"	"0"	"Berg.et.al.2013"	"AD"	"KCNC3"	""
"LRRK2"	"Parkinson disease"	"AD"	"Psychological Harm"	"0"	"Berg.et.al.2013"	"AD"	"LRRK2"	""
"MAPT"	"Tauopathies"	"AD"	"Psychological Harm"	"0"	"Berg.et.al.2013"	"AD"	"MAPT"	""
"MFSD8,MGC33302"	"Ceroid lipofuscinosis, neuronal, 7, 610951 (3)  "	"AR"	"Psychological Harm"	"0"	"Berg.et.al.2013"	"AR"	"MFSD8"	""
"NOTCH3"	"CADASIL"	"AD"	"Psychological Harm"	"0"	"Berg.et.al.2013"	"AD"	"NOTCH3"	""
"PANK2,NBIA1,PKAN,HARP"	"Neurodegeneration with brain iron accumulation 1, 234200 (3);HARP syndrome, 607236 (3)  "	"AR"	"Psychological Harm"	"0"	"Berg.et.al.2013"	"AR"	"PANK2"	""
"PDYN,SCA23"	"Spinocerebellar ataxia 23, 610245 (3)  "	"AR"	"Psychological Harm"	"0"	"Berg.et.al.2013"	"AR"	"PDYN"	""
"PINK1,PARK6"	"Parkinson disease 6, early onset, 605909 (3)  "	"AR"	"Psychological Harm"	"0"	"Berg.et.al.2013"	"AR"	"PINK1"	""
"PPP2R2B"	"Spinocerebellar ataxia 12, 604326 (3)  "	"AD"	"Psychological Harm"	"0"	"Berg.et.al.2013"	"AD"	"PPP2R2B"	""
"PPT1,CLN1"	"Ceroid lipofuscinosis, neuronal-1, infantile, 256730 (3); Ceroidlipofuscinosis, neuronal, variant juvenile type, with granular osmiophilic deposits (3) "	"AR"	"Psychological Harm"	"0"	"Berg.et.al.2013"	"AR"	"PPT1"	""
"PRKCG,PKCC,PKCG,SCA14"	"Spinocerebellar ataxia 14, 605361 (3)  "	"AD"	"Psychological Harm"	"0"	"Berg.et.al.2013"	"AD"	"PRKCG"	""
"PRKN,PARK2,PDJ,LPRS2"	"Parkinson disease, juvenile, type 2, 600116 (3); Adenocarcinoma oflung, somatic, 211980 (3); Adenocarcinoma, ovarian, somatic, 604370 (3); {Leprosy, susceptibility to}, 607572 (3) "	"AR"	"Psychological Harm"	"0"	"Berg.et.al.2013"	"AR"	"PARK2"	""
"PRNP"	"Familial prion diseases"	"AD"	"Psychological Harm"	"0"	"Berg.et.al.2013"	"AD"	"PRNP"	""
"PSEN1"	"Alzheimer disease"	"AD"	"Psychological Harm"	"0"	"Berg.et.al.2013"	"AD"	"PSEN1"	""
"PSEN2"	"Alzheimer disease"	"AD"	"Psychological Harm"	"0"	"Berg.et.al.2013"	"AD"	"PSEN2"	""
"SCA4,PLEKHG4"	"Spinocerebellar ataxia-4 (2)  "	"AD"	"Psychological Harm"	"0"	"Berg.et.al.2013"	"AD"	"PLEKHG4"	""
"SNCA"	"Parkinson disease"	"AD"	"Psychological Harm"	"0"	"Berg.et.al.2013"	"AD"	"SNCA"	""
"SNCB"	"Dementia, Lewy body, 127750 (3)  "	"AD"	"Psychological Harm"	"0"	"Berg.et.al.2013"	"AD"	"SNCB"	""
"SOD1,ALS1"	"Amyotrophic lateral sclerosis, due to SOD1 deficiency, 105400 (3)  "	"AD"	"Psychological Harm"	"0"	"Berg.et.al.2013"	"AD"	"SOD1"	""
"SPTBN2"	"spinocerebellar ataxia"	"AD"	"Psychological Harm"	"0"	"Berg.et.al.2013"	"AD"	"SPTBN2"	""
"TARDBP"	"amyotrophic lateral sclerosis"	"AD"	"Psychological Harm"	"0"	"Berg.et.al.2013"	"AD"	"TARDBP"	""
"TBP,SCA17,HDL4"	"Spinocerebellar ataxia 17, 607136 (3); {Parkinson disease,susceptibility to}, 168600 (3)  "	"AD"	"Psychological Harm"	"0"	"Berg.et.al.2013"	"AD"	"TBP"	""
"TDP1"	"Spinocerebellar ataxia, autosomal recessive with axonal neuropathy,607250 (3)  "	"AR"	"Psychological Harm"	"0"	"Berg.et.al.2013"	"AR"	"TDP1"	""
"TPP1,CLN2"	"Ceroid-lipofuscinosis, neuronal 2, classic late infantile, 204500-3 "	"AR"	"Psychological Harm"	"0"	"Berg.et.al.2013"	"AR"	"TPP1"	""
"TTBK2"	"spinocerebellar ataxia"	"AD"	"Psychological Harm"	"0"	"Berg.et.al.2013"	"AD"	"TTBK2"	""
"VAPB"	"amyotrophic lateral sclerosis"	"AD"	"Psychological Harm"	"0"	"Berg.et.al.2013"	"AD"	"VAPB"	""
"ZNF592,KIAA0211,SCAR5,CAMOS"	"Spinocerebellar ataxia, autosomal recessive 5, 606937 (3)  "	"AR"	"Psychological Harm"	"0"	"Berg.et.al.2013"	"AR"	"ZNF592"	""
"GRN"	"Frontotemporal lobar degeneration with ubiquitin-positive inclusions,607485 (3)  "	"AD"	"Psychological Harm"	"0"	"Berg.et.al.2013"	"AD"	"GRN"	""
"æCACNA1Sæ"	"Hypokalemic periodic paralysis"	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"CACNA1S"	""
"æSMAD4"	"Juvenile polyposis syndromeæ"	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"SMAD4"	""
"ALK"	"neuroblastoma susceptibility"	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"ALK"	""
"C9orf72"	"amyotrophic lateral sclerosis"	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"C9orf72"	""
"DNMT1"	"dementia, deafness, and sensory neuropathy"	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"DNMT1"	""
"DNAJB6"	"Myofibrillar myopathy"	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"DNAJB6"	""
"EEF2"	"spinocerebellar ataxia"	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"EEF2"	""
"MAXæ"	"Hereditary paraganglioma-pheochromocytoma"	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"MAX"	""
"MYLK"	"thoracic aortic aneurysms and aortic dissections (TAAD)æ"	"AD "	""	"0"	"Berg.et.al.2013"	"AD "	"MYLK"	""
"PRRT2"	"Familial paroxysmal kinesigenic dyskinesia"	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"PRRT2"	""
"RDS"	"Retinitis pigmentosa"	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"NA"	"PRPH2 (already in list)"
"SMAD3"	"thoracic aortic aneurysms and aortic dissections (TAAD)æ"	"AD "	""	"0"	"Berg.et.al.2013"	"AD "	"SMAD3"	""
"SPTLC1"	"Hereditary sensory neuropathy type IA"	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"SPTLC1"	""
"UCHL1"	"Parkinson disease"	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"UCHL1"	""
"VAMP1"	"spinocerebellar ataxia"	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"VAMP1"	""
"ABAT,GABAT"	"GABA-transaminase deficiency, 613163 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"ABAT"	""
"ABCA1,ABC1,HDLDT1,TGD"	"Tangier disease, 205400 (3); HDL deficiency, type 2, 604091 (3);{Coronary artery disease in familial hypercholesterolemia, protection against}, 143890 (3) "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"ABCA1"	""
"ABCA12,ICR2B,LI2"	"Ichthyosis, lamellar 2, 601277 (3); Ichthyosis, harlequin, 242500 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"ABCA12"	""
"ABCA3,ABC3,SMDP3"	"Surfactant metabolism dysfunction, pulmonary, 3, 610921 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"ABCA3"	""
"ABCA4,ABCR,STGD1,FFM,RP19,CORD3,ARMD2"	"Stargardt disease-1, 248200 (3); Retinitis pigmentosa-19, 601718 (3);Cone-rod dystrophy 3, 604116 (3); Macular degeneration, age-related, 2, 153800 (3); Fundus flavimaculatus, 248200 (3); Retinal dystrophy, early-onset severe,248200 (3) "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"ABCA4"	""
"ABCB11,BSEP,SPGP,PFIC2,BRIC2"	"Cholestasis, progressive familial intrahepatic 2, 601847 (3);Cholestasis, benign recurrent intrahepatic, 2, 605479 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"ABCB11"	""
"ABCB4,PGY3,MDR3"	"Cholestasis, progressive familial intrahepatic 3, 602347 (3);Cholestasis, familial intrahepatic, of pregnancy, 147480 (3); Gallbladder disease 1, 600803 (3) "	"CX"	""	"0"	"Berg.et.al.2013"	"CX"	"ABCB4"	""
"ABCB7,ABC7,ASAT"	"Anemia, sideroblastic, with ataxia, 301310 (3)  "	"XR"	""	"0"	"Berg.et.al.2013"	"XR"	"ABCB7"	""
"ABCC2,CMOAT"	"Dubin-Johnson syndrome, 237500 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"ABCC2"	""
"ABCC6,ARA,ABC34,MLP1,PXE"	"Pseudoxanthoma elasticum, 264800 (3); Pseudoxanthoma elasticum,forme fruste, 177850 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"ABCC6"	""
"ABCC8,SUR,PHHI,SUR1,HHF1,TNDM2"	"Hyperinsulinemic hypoglycemia, familial, 1, 256450 (3);Hypoglycemia of infancy, leucine-sensitive, 240800 (3); Diabetes mellitus, transient neonatal 2,  610374 (3); Diabetes mellitus, noninsulin-dependent,125853 (3); Diabetes mellitus, permanent neonatal, 606176 (3) "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"ABCC8"	""
"ABCC9,SUR2,CMD1O"	"Cardiomyopathy, dilated, 1O, 608569 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"ABCC9"	""
"ABCD1,ALD"	"Adrenoleukodystrophy, 300100 (3); Adrenomyeloneuropathy, 300100 (3)  "	"XR"	""	"0"	"Berg.et.al.2013"	"XR"	"ABCD1"	""
"ABCD3,PXMP1,PMP70"	"Zellweger syndrome-2 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"ABCD3"	""
"ABCG5"	"Sitosterolemia, 210250 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"ABCG5"	""
"ABCG8,GBD4"	"Sitosterolemia, 210250 (3); Gallbladder disease 4, 611465 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"ABCG8"	""
"ABHD12,PHARC"	"Polyneuropathy, hearing loss, ataxia, retinitis pigmentosa, andcataract, 612674 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"ABHD12"	""
"ABHD5,CGI58,IECN2,NCIE2"	"Chanarin-Dorfman syndrome, 275630 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"ABHD5"	""
"ACAD8"	"Isobutyryl-CoA dehydrogenase deficiency, 611283 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"ACAD8"	""
"ACAD9"	"ACAD9 deficiency, 611126 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"ACAD9"	""
"ACADS,SCAD"	"Acyl-CoA dehydrogenase, short-chain, deficiency of, 201470 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"ACADS"	""
"ACADSB,SBCAD"	"2-methylbutyrylglycinuria, 610006 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"ACADSB"	""
"ACADVL,VLCAD"	"VLCAD deficiency, 201475 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"ACADVL"	""
"ACAN,AGC1,CSPG1,MSK16,SEDK"	"Spondyloepiphyseal dysplasia, Kimberley type, 608361 (3);Spondyloepimetaphyseal dysplasia, aggrecan type, 612813 (3); Osteochondritis dissecans, short stature, and early-onset osteoarthritis, 165800 (3) "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"ACAN"	""
"ACAT1"	"Alpha-methylacetoacetic aciduria, 203750 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"ACAT1"	""
"ACE,DCP1,ACE1,MVCD3"	"{Myocardial infarction, susceptibility to} (3); {Alzheimer disease,susceptibility to}, 104300 (3); {Microvascular complications of diabetes 3}, 612624 (3); [Angiotensin I-converting enzyme, benign serum increase] (3);{SARS, progression of} (3); Renal tubular dysgenesis, 267430 (3) "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"ACE"	""
"ACOX1,ACOX,SCOX"	"Peroxisomal acyl-CoA oxidase deficiency, 264470 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"ACOX1"	""
"ACP33,MAST,SPG21"	"Mast syndrome, 248900 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"SPG21"	""
"ACSL4,FACL4,ACS4,MRX63"	"Mental retardation, X-linked nonspecific, 63, 300387 (3)  "	"XR"	""	"0"	"Berg.et.al.2013"	"XR"	"ACSL4"	""
"ACTA1,ASMA,NEM3,NEM1,CFTD1"	"Myopathy, nemaline, 3, 161800 (3); Myopathy, actin, congenital,with excess of thin myofilaments, 161800 (3); Myopathy, actin, congenital, with cores (3); Myopathy, congenital, with fiber-type disproportion 1,255310 (3) "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"ACTA1"	""
"ACTB"	"Dystonia, juvenile-onset, 607371 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"ACTB"	""
"ACTC1,CMD1R,CMH11,ASD5,LVNC4"	"Cardiomyopathy, dilated, 1R, 613424 (3); Cardiomyopathy, familialhypertrophic, 11, 612098 (3); Atrial septal defect 5, 612794 (3); Left ventricular noncompaction 4, 613424 (3) "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"ACTC1"	""
"ACTG1,DFNA20,DFNA26"	"Deafness, autosomal dominant 20/26, 604717 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"ACTG1"	""
"ACTN2,CMD1AA"	"Cardiomyopathy, dilated, 1AA, 612158 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"ACTN2"	""
"ACTN4,FSGS1,FSGS"	"Glomerulosclerosis, focal segmental, 1, 603278 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"ACTN4"	""
"ACVR1,ACVRLK2,ALK2,FOP"	"Fibrodysplasia ossificans progressiva, 135100 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"ACVR1"	""
"ACVR2B,ACTRIIB"	"Heterotaxy, visceral, 4, autosomal (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"ACVR2B"	""
"ACY1,ACY1D"	"Aminoacylase 1 deficiency, 609924 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"ACY1"	""
"ADA"	"Severe combined immunodeficiency due to ADA deficiency, 102700 (3);Adenosine deaminase deficiency, partial, 102700 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"ADA"	""
"ADAM9,MDC9,MCMP,CORD9"	"Cone-rod dystrophy 9, 612775 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"ADAM9"	""
"ADAMTS10,WMS"	"Weill-Marchesani syndrome, recessive, 277600 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"ADAMTS10"	""
"ADAMTS13,VWFCP,TTP"	"Thrombotic thrombocytopenic purpura, familial, 274150 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"ADAMTS13"	""
"ADAMTS17"	"Weill-Marchesani-like syndrome, 613195 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"ADAMTS17"	""
"ADAMTS2,NPI"	"Ehlers-Danlos syndrome, type VIIC, 225410 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"ADAMTS2"	""
"ADAMTSL2,KIAA0605"	"Geleophysic dysplasia, 231050 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"ADAMTSL2"	""
"ADAMTSL4,TSRC1"	"Ectopia lentis, isolated, autosomal recessive, 225100 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"ADAMTSL4"	""
"ADAR,DRADA,DSH,DSRAD,IFI4,G1P1"	"Dyschromatosis symmetrica hereditaria, 127400 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"ADAR"	""
"ADSL"	"Adenylosuccinase deficiency, 103050 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"ADSL"	""
"AGA"	"Aspartylglucosaminuria, 208400 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"AGA"	""
"AGL,GDE"	"Glycogen storage disease IIIa, 232400 (3); Glycogen storage diseaseIIIb, 232400 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"AGL"	""
"AGPAT2,LPAAB,BSCL,BSCL1"	"Lipodystrophy, congenital generalized, type 1, 608594 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"AGPAT2"	""
"AGPS,ADHAPS"	"Rhizomelic chondrodysplasia punctata, type 3, 600121 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"AGPS"	""
"AGRN"	"Myasthenia, limb-girdle, familial, 254300 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"AGRN"	""
"AGT,SERPINA8"	"{Hypertension, essential, susceptibility to}, 145500 (3);{Preeclampsia, susceptibility to} (3); Renal tubular dysgenesis, 267430 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"AGT"	""
"AGTR1,AGTR1A,AT2R1"	"Hypertension, essential, 145500 (3); Renal tubular dysgenesis,267430 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"AGTR1"	""
"AGTR2,MRX88"	"Mental retardation, X-linked-88 (3)  "	"XR"	""	"0"	"Berg.et.al.2013"	"XR"	"AGTR2"	""
"AGXT,SPAT"	"Hyperoxaluria, primary, type 1, 259900 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"AGXT"	""
"AHCY,SAHH"	"Hypermethioninemia with deficiency of S-adenosylhomocysteinehydrolase (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"AHCY"	""
"AHI1"	"Joubert syndrome-3, 608629 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"AHI1"	""
